トークン	品詞
と対立し	['助詞', '名詞', '動詞']
今回の	['名詞', '助詞']
の判決	['助詞', '名詞']
がついた	['助詞', '動詞', '助動詞']
に通い	['助詞', '動詞']
や他の	['助詞', '名詞', '助詞']
台湾の	['名詞', '助詞']
の領土	['助詞', '名詞']
を設ける	['助詞', '動詞']
民主党の	['名詞', '助詞']
に使用する	['助詞', '名詞', '動詞']
ドラフトで	['名詞', '助詞']
に設立された	['助詞', '名詞', '動詞', '動詞', '助動詞']
の脚本	['助詞', '名詞']
に進んだ	['助詞', '動詞', '助動詞']
成績を残し	['名詞', '助詞', '動詞']
で覆われ	['助詞', '動詞', '動詞']
を施した	['助詞', '動詞', '助動詞']
距離は	['名詞', '助詞']
が求められる	['助詞', '動詞', '動詞']
サイズの	['名詞', '助詞']
事もある	['名詞', '助詞', '動詞']
の追加	['助詞', '名詞']
と出会う	['助詞', '動詞']
を終了	['助詞', '名詞']
に昇進した	['助詞', '名詞', '動詞', '助動詞']
に派遣され	['助詞', '名詞', '動詞', '動詞']
が見える	['助詞', '動詞']
施設として	['名詞', '助詞']
契約を締結	['名詞', '助詞', '名詞']
オフの	['名詞', '助詞']
を擁し	['助詞', '動詞']
の部屋	['助詞', '名詞']
在住の	['名詞', '助詞']
車として	['名詞', '助詞']
母方の	['名詞', '助詞']
部に所属	['名詞', '助詞', '名詞']
のため死去	['助詞', '名詞', '名詞']
に選出	['助詞', '名詞']
値は	['名詞', '助詞']
がみられる	['助詞', '動詞', '動詞']
船は	['名詞', '助詞']
の続編	['助詞', '名詞']
という語	['助詞', '名詞']
に応え	['助詞', '動詞']
日本の実業家	['名詞', '助詞', '名詞', '名詞']
たいという	['名詞', '助詞']
の主人公	['助詞', '名詞']
橋は	['名詞', '助詞']
が進む	['助詞', '動詞']
を擁する	['助詞', '動詞']
の翻訳	['助詞', '名詞']
前者は	['名詞', '助詞']
を研究し	['助詞', '名詞', '動詞']
社長の	['名詞', '助詞']
極端に	['名詞', '助詞']
背景には	['名詞', '助詞', '助詞']
を図り	['助詞', '動詞']
愛称は	['名詞', '助詞']
レベルで	['名詞', '助詞']
系統の	['名詞', '助詞']
族は	['名詞', '助詞']
に復帰し	['助詞', '名詞', '動詞']
自宅で	['名詞', '助詞']
開催の	['名詞', '助詞']
私が	['名詞', '助詞']
の目的は	['助詞', '名詞', '助詞']
の扱い	['助詞', '名詞']
説もある	['名詞', '助詞', '動詞']
西に	['名詞', '助詞']
に含まれ	['助詞', '動詞', '動詞']
に属している	['助詞', '動詞', '助詞', '動詞']
を占領した	['助詞', '名詞', '動詞', '助動詞']
前述の通り	['名詞', '助詞', '名詞']
に任ぜられ	['助詞', '名詞', '助詞', '動詞']
雄は	['名詞', '助詞']
開幕から	['名詞', '助詞']
の依頼	['助詞', '名詞']
をもち	['助詞', '名詞']
着に敗れた	['名詞', '助詞', '動詞', '助動詞']
を確保し	['助詞', '名詞', '動詞']
の説明	['助詞', '名詞']
が求められ	['助詞', '動詞', '動詞']
を飾った	['助詞', '動詞', '助動詞']
友人の	['名詞', '助詞']
歳の頃	['名詞', '助詞', '名詞']
に亡命	['助詞', '名詞']
を踏襲し	['助詞', '名詞', '動詞']
てくれる	['助詞', '動詞']
へ昇格	['助詞', '名詞']
が置かれている	['助詞', '動詞', '動詞', '助詞', '動詞']
に加盟し	['助詞', '名詞', '動詞']
会は	['名詞', '助詞']
原作の	['名詞', '助詞']
を強いられ	['助詞', '動詞', '動詞']
ナは	['名詞', '助詞']
性と	['名詞', '助詞']
と考えられていた	['助詞', '動詞', '動詞', '助詞', '動詞', '助動詞']
を信じ	['助詞', '動詞']
に選ばれる	['助詞', '動詞', '動詞']
を明らかにし	['助詞', '名詞', '助詞', '動詞']
の一つで	['助詞', '名詞', '助詞']
の敷地	['助詞', '名詞']
として用いられる	['助詞', '動詞', '動詞']
に売却され	['助詞', '名詞', '動詞', '動詞']
を維持する	['助詞', '名詞', '動詞']
を発行し	['助詞', '名詞', '動詞']
故郷の	['名詞', '助詞']
例としては	['名詞', '助詞', '助詞']
が新たに	['助詞', '名詞', '助詞']
に据え	['助詞', '動詞']
を建て	['助詞', '動詞']
の様子	['助詞', '名詞']
と記されている	['助詞', '動詞', '動詞', '助詞', '動詞']
を創刊	['助詞', '名詞']
の原型	['助詞', '名詞']
どこか	['名詞', '助詞']
活動を行う	['名詞', '助詞', '動詞']
っていった	['助詞', '動詞', '助動詞']
子供が	['名詞', '助詞']
双方の	['名詞', '助詞']
これについて	['名詞', '助詞']
今でも	['名詞', '助詞', '助詞']
を推進し	['助詞', '名詞', '動詞']
もこれ	['助詞', '名詞']
らがいる	['名詞', '助詞', '動詞']
中国では	['名詞', '助詞', '助詞']
日本へ	['名詞', '助詞']
の略	['助詞', '名詞']
系列の	['名詞', '助詞']
旨を	['名詞', '助詞']
を手がける	['助詞', '動詞']
を着用し	['助詞', '名詞', '動詞']
を落とし	['助詞', '動詞']
を大幅に	['助詞', '名詞', '助詞']
を襲名	['助詞', '名詞']
に移行した	['助詞', '名詞', '動詞', '助動詞']
を継いで	['助詞', '動詞', '助詞']
を変更し	['助詞', '名詞', '動詞']
に関心	['助詞', '名詞']
機として	['名詞', '助詞']
背番号は	['名詞', '助詞']
役割を果たした	['名詞', '助詞', '動詞', '助動詞']
に叙せられ	['助詞', '動詞', '動詞']
を移し	['助詞', '動詞']
後半に	['名詞', '助詞']
に分けられる	['助詞', '動詞', '動詞']
のシンボル	['助詞', '名詞']
を守り	['助詞', '動詞']
密かに	['名詞', '助詞']
選手権で	['名詞', '助詞']
を支え	['助詞', '動詞']
を遂げた	['助詞', '動詞', '助動詞']
攻撃を受け	['名詞', '助詞', '動詞']
を終え	['助詞', '動詞']
を売り	['助詞', '動詞']
を狙う	['助詞', '動詞']
の取材	['助詞', '名詞']
を載せ	['助詞', '動詞']
にほん	['助詞', '名詞']
母親の	['名詞', '助詞']
途中に	['名詞', '助詞']
に移住した	['助詞', '名詞', '動詞', '助動詞']
を契機に	['助詞', '名詞', '助詞']
の改良	['助詞', '名詞']
をしながら	['助詞', '動詞', '助詞']
を禁じ	['助詞', '動詞']
という名	['助詞', '名詞']
に該当する	['助詞', '名詞', '動詞']
部には	['名詞', '助詞', '助詞']
になるため	['助詞', '動詞', '名詞']
を構成し	['助詞', '名詞', '動詞']
に依存し	['助詞', '名詞', '動詞']
の安全	['助詞', '名詞']
に属していた	['助詞', '動詞', '助詞', '動詞', '助動詞']
とあり	['助詞', '動詞']
頃まで	['名詞', '助詞']
か否か	['助詞', '名詞', '助詞']
を逃れ	['助詞', '名詞']
を満たし	['助詞', '動詞']
も知られている	['助詞', '動詞', '動詞', '助詞', '動詞']
に使われた	['助詞', '動詞', '動詞', '助動詞']
の近くに	['助詞', '名詞', '助詞']
説がある	['名詞', '助詞', '動詞']
の要求	['助詞', '名詞']
の許可	['助詞', '名詞']
位にランクイン	['名詞', '助詞', '名詞', '名詞']
の名前を	['助詞', '名詞', '助詞']
に移し	['助詞', '動詞']
に作られた	['助詞', '動詞', '動詞', '助動詞']
の本拠地	['助詞', '名詞']
を攻撃し	['助詞', '名詞', '動詞']
各種の	['名詞', '助詞']
を退職	['助詞', '名詞']
となるため	['助詞', '動詞', '名詞']
というタイトル	['助詞', '名詞']
が相次いで	['助詞', '動詞', '助詞']
の総称	['助詞', '名詞']
を統合し	['助詞', '名詞', '動詞']
と並行して	['助詞', '名詞', '動詞', '助詞']
事業として	['名詞', '助詞']
番号は	['名詞', '助詞']
を合わせて	['助詞', '動詞', '助詞']
を攻撃した	['助詞', '名詞', '動詞', '助動詞']
が行った	['助詞', '動詞', '助動詞']
分で	['名詞', '助詞']
を継承し	['助詞', '名詞', '動詞']
年に第	['名詞', '助詞', '接頭詞']
に陥り	['助詞', '動詞']
と関連	['助詞', '名詞']
周辺は	['名詞', '助詞']
に設けられた	['助詞', '動詞', '動詞', '助動詞']
を築き	['助詞', '動詞']
で作られた	['助詞', '動詞', '動詞', '助動詞']
というのが	['助詞', '名詞', '助詞']
月までは	['名詞', '助詞', '助詞']
形となった	['名詞', '助詞', '動詞', '助動詞']
屈指の	['名詞', '助詞']
を招き	['助詞', '動詞']
を確保する	['助詞', '名詞', '動詞']
西側の	['名詞', '助詞']
に転換	['助詞', '名詞']
に加わる	['助詞', '動詞']
成功を収めた	['名詞', '助詞', '動詞', '助動詞']
あたりの	['名詞', '助詞']
を営む	['助詞', '動詞']
上にある	['名詞', '助詞', '動詞']
監督に就任した	['名詞', '助詞', '名詞', '動詞', '助動詞']
と組んで	['助詞', '動詞', '助詞']
を装備した	['助詞', '名詞', '動詞', '助動詞']
を辞め	['助詞', '動詞']
と報じられた	['助詞', '動詞', '動詞', '助動詞']
を設けた	['助詞', '動詞', '助動詞']
という概念	['助詞', '名詞']
を象徴する	['助詞', '名詞', '動詞']
と主張する	['助詞', '名詞', '動詞']
を経験した	['助詞', '名詞', '動詞', '助動詞']
確実に	['名詞', '助詞']
を披露し	['助詞', '名詞', '動詞']
に限らず	['助詞', '動詞', '助動詞']
の中核	['助詞', '名詞']
に就職	['助詞', '名詞']
の支払い	['助詞', '名詞']
年の映画	['名詞', '助詞', '名詞']
を開催した	['助詞', '名詞', '動詞', '助動詞']
に入っている	['助詞', '動詞', '助詞', '動詞']
という点	['助詞', '名詞']
を展開する	['助詞', '名詞', '動詞']
を以って	['助詞', '名詞', '助詞']
活動を行っている	['名詞', '助詞', '動詞', '助詞', '動詞']
関係にある	['名詞', '助詞', '動詞']
を助け	['助詞', '動詞']
の公開	['助詞', '名詞']
口から	['名詞', '助詞']
を抑える	['助詞', '動詞']
作者の	['名詞', '助詞']
初めに	['名詞', '助詞']
を倒す	['助詞', '動詞']
はあるが	['助詞', '動詞', '助詞']
を発揮し	['助詞', '名詞', '動詞']
頃より	['名詞', '助詞']
な性格	['助詞', '名詞']
の交換	['助詞', '名詞']
に由来し	['助詞', '名詞', '動詞']
を拒否し	['助詞', '名詞', '動詞']
後期の	['名詞', '助詞']
に分類され	['助詞', '名詞', '動詞', '動詞']
を検討し	['助詞', '名詞', '動詞']
に加入した	['助詞', '名詞', '動詞', '助動詞']
事となった	['名詞', '助詞', '動詞', '助動詞']
を前提とし	['助詞', '名詞', '助詞', '動詞']
の父親	['助詞', '名詞']
の誕生	['助詞', '名詞']
議会で	['名詞', '助詞']
の適用	['助詞', '名詞']
が広がる	['助詞', '動詞']
ています	['助詞', '動詞', '助動詞']
ブラジルの	['名詞', '助詞']
の区別	['助詞', '名詞']
を称え	['助詞', '名詞']
という説もある	['助詞', '名詞', '助詞', '動詞']
初期には	['名詞', '助詞', '助詞']
を振る	['助詞', '動詞']
を占めている	['助詞', '動詞', '助詞', '動詞']
を主張する	['助詞', '名詞', '動詞']
国は	['名詞', '助詞']
を経営し	['助詞', '名詞', '動詞']
勝を挙げ	['名詞', '助詞', '動詞']
をまとめた	['助詞', '動詞', '助動詞']
場合によっては	['名詞', '助詞', '助詞']
のことであった	['助詞', '名詞', '助動詞', '助動詞', '助動詞']
と改称された	['助詞', '名詞', '動詞', '動詞', '助動詞']
それによって	['名詞', '助詞']
影響を与える	['名詞', '助詞', '動詞']
を実施している	['助詞', '名詞', '動詞', '助詞', '動詞']
に不満	['助詞', '名詞']
に遭い	['助詞', '動詞']
に広がる	['助詞', '動詞']
こちらも	['名詞', '助詞']
者には	['名詞', '助詞', '助詞']
を展開した	['助詞', '名詞', '動詞', '助動詞']
を授け	['助詞', '動詞']
を制した	['助詞', '動詞', '助動詞']
に分かれる	['助詞', '動詞']
最近の	['名詞', '助詞']
内閣で	['名詞', '助詞']
に使う	['助詞', '動詞']
内閣の	['名詞', '助詞']
価格は	['名詞', '助詞']
のようなもの	['助詞', '名詞', '助動詞', '名詞']
を継いだ	['助詞', '動詞', '助動詞']
の執筆	['助詞', '名詞']
年の夏	['名詞', '助詞', '名詞']
に関わった	['助詞', '動詞', '助動詞']
翌日の	['名詞', '助詞']
戦前の	['名詞', '助詞']
を保つ	['助詞', '動詞']
を備えている	['助詞', '動詞', '助詞', '動詞']
も含まれる	['助詞', '動詞', '動詞']
を放つ	['助詞', '動詞']
を奪う	['助詞', '動詞']
になっても	['助詞', '動詞', '助詞', '助詞']
の要望	['助詞', '名詞']
を追う	['助詞', '動詞']
社長に就任	['名詞', '助詞', '名詞']
を発し	['助詞', '動詞']
を作成する	['助詞', '名詞', '動詞']
を継ぐ	['助詞', '動詞']
遺体は	['名詞', '助詞']
を出版した	['助詞', '名詞', '動詞', '助動詞']
少数の	['名詞', '助詞']
日に死去	['名詞', '助詞', '名詞']
を引く	['助詞', '動詞']
で学び	['助詞', '動詞']
と共通	['助詞', '名詞']
に分けられ	['助詞', '動詞', '動詞']
を用いている	['助詞', '動詞', '助詞', '動詞']
を展開	['助詞', '名詞']
両者は	['名詞', '助詞']
たいと	['名詞', '助詞']
前は	['名詞', '助詞']
大会に出場	['名詞', '助詞', '名詞']
敗と	['名詞', '助詞']
と答えた	['助詞', '動詞', '助動詞']
に囲まれた	['助詞', '動詞', '動詞', '助動詞']
大半の	['名詞', '助詞']
につく	['助詞', '動詞']
そこへ	['名詞', '助詞']
を組む	['助詞', '動詞']
てくれ	['助詞', '動詞']
を表している	['助詞', '動詞', '助詞', '動詞']
を招いた	['助詞', '動詞', '助動詞']
に比べると	['助詞', '動詞', '助詞']
試験に合格	['名詞', '助詞', '名詞']
から指名され	['助詞', '名詞', '動詞', '動詞']
最大で	['名詞', '助詞']
ランキングで	['名詞', '助詞']
契約を結び	['名詞', '助詞', '動詞']
という用語	['助詞', '名詞']
の権威	['助詞', '名詞']
の承認	['助詞', '名詞']
を活かし	['助詞', '動詞']
から構成され	['助詞', '名詞', '動詞', '動詞']
関ヶ原の戦い	['名詞', '助詞', '名詞']
の価値	['助詞', '名詞']
を指して	['助詞', '動詞', '助詞']
の遺体	['助詞', '名詞']
として勤務	['助詞', '名詞']
を渡り	['助詞', '動詞']
を訪れる	['助詞', '動詞']
をとって	['助詞', '動詞', '助詞']
を連載	['助詞', '名詞']
と称され	['助詞', '動詞', '動詞']
と合わせて	['助詞', '動詞', '助詞']
艦隊は	['名詞', '助詞']
を許し	['助詞', '動詞']
の家系	['助詞', '名詞']
を支持した	['助詞', '名詞', '動詞', '助動詞']
注意が必要である	['名詞', '助詞', '名詞', '助動詞', '助動詞']
勝手に	['名詞', '助詞']
を発表する	['助詞', '名詞', '動詞']
の専門家	['助詞', '名詞', '名詞']
に伝わる	['助詞', '動詞']
を再開した	['助詞', '名詞', '動詞', '助動詞']
外から	['名詞', '助詞']
の間は	['助詞', '名詞', '助詞']
ほかにも	['名詞', '助詞', '助詞']
を放棄し	['助詞', '名詞', '動詞']
相手を	['名詞', '助詞']
の生涯	['助詞', '名詞']
交互に	['名詞', '助詞']
に到着し	['助詞', '名詞', '動詞']
成功を収め	['名詞', '助詞', '動詞']
をすべて	['助詞', '名詞']
が用いられている	['助詞', '動詞', '動詞', '助詞', '動詞']
先述の	['名詞', '助詞']
によって異なる	['助詞', '動詞']
を連ね	['助詞', '動詞']
沖で	['名詞', '助詞']
町にある	['名詞', '助詞', '動詞']
に起きた	['助詞', '動詞', '助動詞']
を果たしている	['助詞', '動詞', '助詞', '動詞']
を防ぐため	['助詞', '動詞', '名詞']
とされているが	['助詞', '動詞', '動詞', '助詞', '動詞', '助詞']
を付ける	['助詞', '動詞']
に従事し	['助詞', '名詞', '動詞']
を考慮して	['助詞', '名詞', '動詞', '助詞']
由来の	['名詞', '助詞']
ごろに	['名詞', '助詞']
に従事する	['助詞', '名詞', '動詞']
が流れる	['助詞', '動詞']
を用いること	['助詞', '動詞', '名詞']
に至り	['助詞', '動詞']
を抱き	['助詞', '動詞']
前年に	['名詞', '助詞']
と合流し	['助詞', '名詞', '動詞']
それより	['名詞', '助詞']
を攻撃する	['助詞', '名詞', '動詞']
資金を	['名詞', '助詞']
も同様	['助詞', '名詞']
日に第	['名詞', '助詞', '接頭詞']
ことで知られる	['名詞', '助詞', '動詞', '動詞']
の故障	['助詞', '名詞']
結果となった	['名詞', '助詞', '動詞', '助動詞']
が認められた	['助詞', '動詞', '動詞', '助動詞']
事件が発生	['名詞', '助詞', '名詞']
今後の	['名詞', '助詞']
を支配し	['助詞', '名詞', '動詞']
両親は	['名詞', '助詞']
を入れた	['助詞', '動詞', '助動詞']
被害を受けた	['名詞', '助詞', '動詞', '助動詞']
両方の	['名詞', '助詞']
と称された	['助詞', '動詞', '動詞', '助動詞']
を強調し	['助詞', '名詞', '動詞']
俳優として	['名詞', '助詞']
を去った	['助詞', '動詞', '助動詞']
を破った	['助詞', '動詞', '助動詞']
を除いた	['助詞', '動詞', '助動詞']
という名の	['助詞', '名詞', '助詞']
家から	['名詞', '助詞']
に導いた	['助詞', '動詞', '助動詞']
監督を務めた	['名詞', '助詞', '動詞', '助動詞']
へ行く	['助詞', '動詞']
を過ごした	['助詞', '動詞', '助動詞']
本当の	['名詞', '助詞']
を宣言した	['助詞', '名詞', '動詞', '助動詞']
ってきて	['助詞', '動詞', '助詞']
と接する	['助詞', '動詞']
の所有	['助詞', '名詞']
住民が	['名詞', '助詞']
はあるものの	['助詞', '動詞', '助詞']
に配属され	['助詞', '名詞', '動詞', '動詞']
に進学し	['助詞', '名詞', '動詞']
の長男として	['助詞', '名詞', '助詞']
妹の	['名詞', '助詞']
に対応している	['助詞', '名詞', '動詞', '助詞', '動詞']
に移された	['助詞', '動詞', '動詞', '助動詞']
が始まると	['助詞', '動詞', '助詞']
を聞いて	['助詞', '動詞', '助詞']
歳で死去	['名詞', '助詞', '名詞']
監督として	['名詞', '助詞']
周辺には	['名詞', '助詞', '助詞']
に憧れ	['助詞', '動詞']
彼女に	['名詞', '助詞']
を増やす	['助詞', '動詞']
市内で	['名詞', '助詞']
国内では	['名詞', '助詞', '助詞']
の座を	['助詞', '名詞', '助詞']
その他に	['名詞', '助詞']
の元に	['助詞', '名詞', '助詞']
の登場人物	['助詞', '名詞', '名詞']
きっかけとなった	['名詞', '助詞', '動詞', '助動詞']
に師事し	['助詞', '名詞', '動詞']
の所領	['助詞', '名詞']
の後継者	['助詞', '名詞', '名詞']
の秘密	['助詞', '名詞']
の証言	['助詞', '名詞']
を下した	['助詞', '動詞', '助動詞']
略称は	['名詞', '助詞']
優勝に貢献した	['名詞', '助詞', '名詞', '動詞', '助動詞']
に到着	['助詞', '名詞']
が率いる	['助詞', '動詞']
を志し	['助詞', '動詞']
彼らを	['名詞', '助詞']
年春に	['名詞', '助詞']
女優として	['名詞', '助詞']
を経た	['助詞', '動詞', '助動詞']
に起用された	['助詞', '名詞', '動詞', '動詞', '助動詞']
に当たった	['助詞', '動詞', '助動詞']
という考え	['助詞', '名詞']
を要求した	['助詞', '名詞', '動詞', '助動詞']
を定め	['助詞', '動詞']
の成果	['助詞', '名詞']
に叙され	['助詞', '名詞', '動詞', '動詞']
を入れて	['助詞', '動詞', '助詞']
配下の	['名詞', '助詞']
を付けて	['助詞', '動詞', '助詞']
一家は	['名詞', '助詞']
に力を入れ	['助詞', '名詞', '助詞', '動詞']
の圧力	['助詞', '名詞']
が与えられる	['助詞', '動詞', '動詞']
の復活	['助詞', '名詞']
を中心に活動	['助詞', '名詞', '助詞', '名詞']
を発揮する	['助詞', '名詞', '動詞']
を導入する	['助詞', '名詞', '動詞']
を買収し	['助詞', '名詞', '動詞']
現行の	['名詞', '助詞']
を表現する	['助詞', '名詞', '動詞']
作品では	['名詞', '助詞', '助詞']
と推測される	['助詞', '名詞', '動詞', '動詞']
に陥る	['助詞', '動詞']
を離れた	['助詞', '動詞', '助動詞']
に成功する	['助詞', '名詞', '動詞']
下にある	['名詞', '助詞', '動詞']
賞を受賞している	['名詞', '助詞', '名詞', '動詞', '助詞', '動詞']
の末裔	['助詞', '名詞']
ということである	['助詞', '名詞', '助動詞', '助動詞']
の授業	['助詞', '名詞']
墓所は	['名詞', '助詞']
を抱く	['助詞', '動詞']
を訴え	['助詞', '動詞']
に置く	['助詞', '動詞']
以外で	['名詞', '助詞']
方向へ	['名詞', '助詞']
を提供した	['助詞', '名詞', '動詞', '助動詞']
を改め	['助詞', '動詞']
に始まり	['助詞', '動詞']
と並び	['助詞', '動詞']
即座に	['名詞', '助詞']
魚雷を	['名詞', '助詞']
当局は	['名詞', '助詞']
の頭文字	['助詞', '名詞']
と命名された	['助詞', '名詞', '動詞', '動詞', '助動詞']
に逃げ	['助詞', '動詞']
が増えた	['助詞', '動詞', '助動詞']
に当たり	['助詞', '名詞']
話題となった	['名詞', '助詞', '動詞', '助動詞']
を選択する	['助詞', '名詞', '動詞']
が知られる	['助詞', '動詞', '動詞']
が増える	['助詞', '動詞']
の距離にある	['助詞', '名詞', '助詞', '動詞']
日本において	['名詞', '助詞']
主人公は	['名詞', '助詞']
と契約した	['助詞', '名詞', '動詞', '助動詞']
の援助	['助詞', '名詞']
場面で	['名詞', '助詞']
の才能	['助詞', '名詞']
に配置され	['助詞', '名詞', '動詞', '動詞']
決勝に進出	['名詞', '助詞', '名詞']
間もない	['名詞', '助詞', '形容詞']
会長に就任	['名詞', '助詞', '名詞']
位になった	['名詞', '助詞', '動詞', '助動詞']
オスは	['名詞', '助詞']
を確認する	['助詞', '名詞', '動詞']
に現れる	['助詞', '動詞']
を促す	['助詞', '動詞']
法により	['名詞', '助詞']
を助ける	['助詞', '動詞']
影響を受け	['名詞', '助詞', '動詞']
を招く	['助詞', '動詞']
を見つける	['助詞', '動詞']
代表に選出され	['名詞', '助詞', '名詞', '動詞', '動詞']
で行われている	['助詞', '動詞', '動詞', '助詞', '動詞']
以下のように	['名詞', '助詞', '名詞', '助詞']
得点を挙げた	['名詞', '助詞', '動詞', '助動詞']
と呼ばれることもある	['助詞', '動詞', '動詞', '名詞', '助詞', '動詞']
名前の由来	['名詞', '助詞', '名詞']
投手として	['名詞', '助詞']
と考えている	['助詞', '動詞', '助詞', '動詞']
を表明し	['助詞', '名詞', '動詞']
を重視する	['助詞', '名詞', '動詞']
に制限	['助詞', '名詞']
を命じられ	['助詞', '動詞', '動詞']
の進行	['助詞', '名詞']
に近く	['助詞', '名詞']
に因んで	['助詞', '動詞', '助詞']
が生まれる	['助詞', '動詞']
の先輩	['助詞', '名詞']
に変更されている	['助詞', '名詞', '動詞', '動詞', '助詞', '動詞']
大学では	['名詞', '助詞', '助詞']
からなり	['助詞', '動詞']
に用いられた	['助詞', '動詞', '動詞', '助動詞']
に居住し	['助詞', '名詞', '動詞']
過去には	['名詞', '助詞', '助詞']
の悪化	['助詞', '名詞']
を突き	['助詞', '名詞']
一帯は	['名詞', '助詞']
を呈し	['助詞', '動詞']
を乗せ	['助詞', '動詞']
観点から	['名詞', '助詞']
に移住し	['助詞', '名詞', '動詞']
という内容	['助詞', '名詞']
時点の	['名詞', '助詞']
を殺し	['助詞', '動詞']
を展開している	['助詞', '名詞', '動詞', '助詞', '動詞']
は廃止され	['助詞', '名詞', '動詞', '動詞']
ことのできる	['名詞', '助詞', '動詞']
ごろから	['名詞', '助詞']
がかかる	['助詞', '動詞']
英語では	['名詞', '助詞', '助詞']
と思っていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
を希望し	['助詞', '名詞', '動詞']
ことを決意	['名詞', '助詞', '名詞']
を減らす	['助詞', '動詞']
を使うこと	['助詞', '動詞', '名詞']
を伝え	['助詞', '動詞']
が行う	['助詞', '動詞']
と比べ	['助詞', '動詞']
事がある	['名詞', '助詞', '動詞']
が見られた	['助詞', '動詞', '動詞', '助動詞']
どちらの	['名詞', '助詞']
おかげで	['名詞', '助詞']
に飛び	['助詞', '動詞']
自体の	['名詞', '助詞']
を扱った	['助詞', '動詞', '助動詞']
へ移行	['助詞', '名詞']
に侵入し	['助詞', '名詞', '動詞']
方面へ	['名詞', '助詞']
と記している	['助詞', '動詞', '助詞', '動詞']
で見られる	['助詞', '動詞', '動詞']
てきて	['助詞', '動詞', '助詞']
を成功させ	['助詞', '名詞', '動詞', '動詞']
を記録している	['助詞', '名詞', '動詞', '助詞', '動詞']
の演技	['助詞', '名詞']
互いの	['名詞', '助詞']
が進んでいる	['助詞', '動詞', '助詞', '動詞']
に赴任	['助詞', '名詞']
に合格	['助詞', '名詞']
教授に就任	['名詞', '助詞', '名詞']
となってしまった	['助詞', '動詞', '助詞', '動詞', '助動詞']
を生み出す	['助詞', '動詞']
という話	['助詞', '名詞']
を忘れ	['助詞', '動詞']
を出て	['助詞', '動詞', '助詞']
を受けること	['助詞', '動詞', '名詞']
そのものが	['名詞', '助詞']
前述のように	['名詞', '助詞', '名詞', '助詞']
に分割され	['助詞', '名詞', '動詞', '動詞']
ことを示している	['名詞', '助詞', '動詞', '助詞', '動詞']
を祀る	['助詞', '動詞']
も行う	['助詞', '動詞']
に侵攻し	['助詞', '名詞', '動詞']
性の高い	['名詞', '助詞', '形容詞']
をとっている	['助詞', '動詞', '助詞', '動詞']
手術を受け	['名詞', '助詞', '動詞']
影響を与え	['名詞', '助詞', '動詞']
の持ち主	['助詞', '名詞']
で使われる	['助詞', '動詞', '動詞']
に起因する	['助詞', '名詞', '動詞']
を支配する	['助詞', '名詞', '動詞']
を除けば	['助詞', '動詞', '助詞']
という言葉は	['助詞', '名詞', '助詞']
に登録された	['助詞', '名詞', '動詞', '動詞', '助動詞']
を経由し	['助詞', '名詞', '動詞']
言葉を	['名詞', '助詞']
様子が	['名詞', '助詞']
を拡大し	['助詞', '名詞', '動詞']
を変更した	['助詞', '名詞', '動詞', '助動詞']
っていて	['助詞', '動詞', '助詞']
関係にあった	['名詞', '助詞', '動詞', '助動詞']
を停止し	['助詞', '名詞', '動詞']
に置き	['助詞', '動詞']
の双方	['助詞', '名詞']
場合も	['名詞', '助詞']
に招かれ	['助詞', '動詞', '動詞']
の長女	['助詞', '名詞']
という結果	['助詞', '名詞']
自分に	['名詞', '助詞']
当時から	['名詞', '助詞']
連覇を達成	['名詞', '助詞', '名詞']
を退任	['助詞', '名詞']
を狙って	['助詞', '動詞', '助詞']
の間を	['助詞', '名詞', '助詞']
を支えた	['助詞', '動詞', '助動詞']
を設立する	['助詞', '名詞', '動詞']
を強化し	['助詞', '名詞', '動詞']
に勝利した	['助詞', '名詞', '動詞', '助動詞']
の元で	['助詞', '名詞', '助詞']
へ移住	['助詞', '名詞']
に入党	['助詞', '名詞']
の武将	['助詞', '名詞']
から構成される	['助詞', '名詞', '動詞', '動詞']
に封じられ	['助詞', '動詞', '動詞']
川が流れ	['名詞', '助詞', '動詞']
のロゴ	['助詞', '名詞']
に取り組む	['助詞', '動詞']
を借りて	['助詞', '動詞', '助詞']
後方に	['名詞', '助詞']
を終えて	['助詞', '動詞', '助詞']
で破り	['助詞', '動詞']
ころに	['名詞', '助詞']
の傍ら	['助詞', '名詞']
に限定され	['助詞', '名詞', '動詞', '動詞']
を描いて	['助詞', '動詞', '助詞']
西側に	['名詞', '助詞']
から外れ	['助詞', '動詞']
ようになって	['名詞', '助詞', '動詞', '助詞']
を置いて	['助詞', '動詞', '助詞']
主人公が	['名詞', '助詞']
の支援を受け	['助詞', '名詞', '助詞', '動詞']
に引き続き	['助詞', '動詞']
を変えて	['助詞', '動詞', '助詞']
を生かした	['助詞', '動詞', '助動詞']
を減らし	['助詞', '動詞']
を聞く	['助詞', '動詞']
に努めた	['助詞', '動詞', '助動詞']
を発展させ	['助詞', '名詞', '動詞', '動詞']
に選出される	['助詞', '名詞', '動詞', '動詞']
を歌う	['助詞', '動詞']
に備えて	['助詞', '動詞', '助詞']
を担った	['助詞', '動詞', '助動詞']
の関係で	['助詞', '名詞', '助詞']
年代に入ると	['名詞', '助詞', '動詞', '助詞']
を修了	['助詞', '名詞']
北側に	['名詞', '助詞']
の前身である	['助詞', '名詞', '助動詞', '助動詞']
